,car_id,time_point,addr,charge_time,remain_licheng
0,2500,11.876484600875488,[41 73],1.1060907562439826,315.65154062600294
1,2501,11.559140960427918,[38 78],1.0852153766135721,319.13077056440466
2,2502,9.650867890900264,[99 19],2.1407489419335173,143.20850967774712
3,2503,9.723815412735743,[43 78],1.6564440332664552,223.9259944555908
4,2504,9.868291227845862,[39 79],1.7273401105797115,212.1099815700481
5,2505,11.504073543027028,[30 84],2.2986043652108767,116.89927246485388
6,2506,9.987301715568053,[41 79],1.2331730410500652,294.4711598249891
7,2507,12.37591366693966,[66 30],0.7711318058220452,371.4780323629925
8,2508,11.778297279181192,[23 24],1.5659255774897929,239.01240375170119
9,2509,10.05003882853973,[99 26],0.9962400502257555,333.95999162904076
10,2510,11.92716827529594,[69 43],1.4279554354642467,262.00742742262554
11,2511,9.074534345896755,[99  9],2.2357836360272847,127.36939399545255
12,2512,10.783615800979447,[24 88],1.0808711309243844,319.85481151260257
13,2513,10.54908145647011,[43 77],2.167031922310031,138.82801294832814
14,2514,10.8049269008156,[99 26],1.9645820853694165,172.56965243843058
15,2515,10.36663499837444,[ 7 32],2.1432724280295488,142.78792866174186
16,2516,11.082567129100147,[24 18],1.3829439778630614,269.5093370228231
17,2517,11.728569369869017,[67 68],1.2320753593925329,294.65410676791123
18,2518,9.744160670812047,[99 23],1.4311670445950628,261.47215923415615
19,2519,11.243726927303644,[86 84],1.3933705819259519,267.771569679008
20,2520,11.427571790795335,[22 80],1.5596271918133635,240.06213469777273
21,2521,9.163860299188029,[43 79],1.6643899664129347,222.60167226451088
22,2522,10.721679028656425,[42 77],1.7521658327738583,207.97236120435693
23,2523,10.986256877097478,[24  6],0.9966437707081264,333.89270488197894
24,2524,10.119571372519207,[22 26],1.7675019755725252,205.41633740457914
25,2525,10.885011087691074,[22 27],0.9140393349661631,347.6601108389728
26,2526,12.216354078851996,[70 43],1.0102909244411225,331.6181792598129
27,2527,11.055058656961146,[65 29],1.2372446131431123,293.79256447614796
28,2528,9.907084533001857,[22 90],1.4433269559769717,259.44550733717136
29,2529,11.032701555619223,[40 78],1.7918647667431276,201.35587220947872
30,2530,9.350351769964997,[91 36],1.8852520318155868,185.79132803073554
31,2531,12.293952509705619,[99 20],0.9789523431850148,336.84127613583087
32,2532,9.926541566393345,[22 80],1.7846730743026973,202.5544876162171
33,2533,10.58680505157756,[89 37],1.3051899010493913,282.4683498251014
34,2534,12.109319354391639,[45 77],1.6704423932148431,221.5929344641928
35,2535,9.603683625329623,[39 75],2.057008556038756,157.1652406602073
36,2536,12.751640282779068,[67 99],1.323227781458856,279.462036423524
37,2537,11.357704339579113,[38 72],1.3858979774451576,269.0170037591404
38,2538,10.779909004157465,[23 11],1.3575723271850086,273.73794546916525
39,2539,9.140136953803289,[90 34],1.1222786840585486,312.9535526569085
40,2540,10.235020994585087,[24  3],1.7923275563681296,201.27874060531173
41,2541,12.189183911635492,[69 93],1.6525146273717435,224.58089543804275
42,2542,11.781147009585993,[45 77],2.376989860895057,103.83502318415717
43,2543,11.265225880462461,[22  4],0.8257033751348508,362.3827708108582
44,2544,11.658273974730035,[24  8],1.6204682513080135,229.92195811533108
45,2545,9.770280409525546,[43 76],2.042893244896738,159.51779251721035
46,2546,11.035702958774088,[24 26],2.241991311018811,126.3347814968648
47,2547,11.586109388105504,[67 98],1.1140679948581758,314.3220008569707
48,2548,11.506658044853452,[67 98],1.6536005702663648,224.39990495560588
49,2549,10.57790957853007,[37 75],1.488828005459106,251.861999090149
50,2550,11.593443230395131,[ 4 82],1.1507737329345078,308.2043778442487
51,2551,9.506133962365237,[23 81],1.319785957873874,280.0356736876877
52,2552,11.552012333417089,[87 86],1.1484311495632091,308.5948084061318
53,2553,11.715698477348033,[24 20],1.7664118335800558,205.59802773665737
54,2554,11.74226672360088,[88 35],1.5636655703292477,239.38907161179205
55,2555,10.725455967241514,[39 79],1.5915946335931785,234.73422773447024
56,2556,10.890949560071489,[99 22],0.9588270189663584,340.19549683894024
57,2557,10.193225796767548,[24 92],1.4347798282787365,260.8700286202106
58,2558,10.487748660234406,[22  7],2.158651273642803,140.2247877261995
59,2559,11.453294276734747,[39 74],1.5943263449507072,234.27894250821547
60,2560,9.864991337967037,[44 78],1.5152088936058112,247.46518439903144
61,2561,11.36435379502703,[23 22],2.271303698742356,121.44938354294067
62,2562,11.559605286960174,[34 86],2.6964680883665206,50.58865193891323
63,2563,11.700416725240324,[33 84],1.5304470844898477,244.92548591835873
64,2564,12.661706825114376,[91 35],0.9370834935385627,343.8194177435729
65,2565,11.273951804144444,[24 90],1.2183420504375568,296.94299159374054
66,2566,10.938916289574628,[36 84],1.4590602494043747,256.82329176593754
67,2567,11.250310508488301,[99 26],0.9321326959248117,344.644550679198
68,2568,9.181321370521236,[ 6 82],1.6170279097516325,230.49534837472794
69,2569,11.512180655511727,[88 35],1.316036031461551,280.6606614230748
70,2570,12.385557952211533,[22 21],1.6125983157385368,231.2336140435772
71,2571,10.085760023608726,[29 85],1.0537200397397775,324.37999337670374
72,2572,11.987424570725766,[35 84],1.6795157795968136,220.08070340053106
73,2573,9.24719484957776,[23  3],1.7917050007146829,201.3824998808862
74,2574,10.571796003183483,[24  5],1.7237842202467544,212.70262995887427
75,2575,12.986775577201204,[91 34],0.7284863357986475,378.5856107002254
76,2576,12.904253441978396,[99 16],1.4846447923933748,252.55920126777087
77,2577,10.270522544169783,[90 36],1.2165811231608266,297.2364794731956
78,2578,10.680362738290489,[29 86],1.05913112730354,323.47814544941
79,2579,12.394045678089238,[41 73],1.5858783742134912,235.68693763108482
80,2580,10.55359942581047,[23 15],1.6194252187469413,230.09579687550976
