,car_id,time_point,addr,charge_time,remain_licheng
0,2500,12.477179175598637,[26 24],1.5857644784239613,235.70592026267312
1,2501,9.766907799722446,[96 33],1.3972886530745992,267.11855782090015
2,2502,11.661612818257716,[32 18],2.229897744406873,128.35037593218786
3,2503,11.75244857616792,[57  3],1.6140062911754642,230.99895147075597
4,2504,11.030755510671069,[ 2 70],0.536547578323133,410.57540361281116
5,2505,11.510765156706043,[34 80],1.709478822579701,215.08686290338315
6,2506,11.783297663895643,[25 20],0.9975813030233618,333.7364494961064
7,2507,12.307212347298192,[36 16],1.2894763278524375,285.08727869126045
8,2508,9.711693577113024,[96 55],1.221708452080707,296.3819246532155
9,2509,11.163900839062764,[26 23],0.6580484633865353,390.3252561022441
10,2510,10.943316493175928,[97 46],2.889415907177298,18.430682137117035
11,2511,10.795782034276915,[58 22],1.4377080689863806,260.3819885022699
12,2512,12.03786677046687,[45 93],1.7944128009855502,200.9311998357416
13,2513,10.438917691662827,[93 50],1.4223646059956025,262.9392323340662
14,2514,12.214948707065306,[56 22],0.9986818082351393,333.55303196081013
15,2515,10.207041979321968,[46 93],0.7542861308700207,374.2856448549965
16,2516,10.844984446856646,[35 27],1.4329671354955895,261.1721440840684
17,2517,10.77043998861356,[32 12],0.5505345507943843,408.2442415342693
18,2518,10.607199270632751,[31 22],1.4876245212984687,252.06257978358855
19,2519,12.583314369892609,[57 20],1.4595653036408847,256.73911605985256
20,2520,10.11454905682241,[88 33],1.5682338263846474,238.6276956025588
21,2521,11.246096082841303,[25 18],1.8489786837220235,191.83688604632943
22,2522,10.602736984651807,[32 26],1.3712980086027464,271.4503318995423
23,2523,10.372180514906537,[33 26],1.4134698311272194,264.4216948121301
24,2524,9.30020691746476,[63 29],2.5532032524996184,74.46612458339692
25,2525,9.79227627840249,[27 12],2.53112008278683,78.1466528688617
26,2526,10.98200320757722,[65 76],2.0816574977243314,153.05708371261142
27,2527,11.743978274684986,[76 40],2.1402996071832994,143.28339880278344
28,2528,9.97353307145579,[58  3],1.6340689439609097,227.65517600651506
29,2529,12.251914635855428,[97 46],1.4967314964364402,250.5447505939266
30,2530,9.709766015537193,[26 28],2.2679565443085274,122.00724261524543
31,2531,11.171026829804466,[30 11],1.7147330320955745,214.21116131740425
32,2532,11.534475719713887,[58 17],2.4587636348465978,90.20606085890037
33,2533,11.574079078549115,[25  7],1.003425347059348,332.76244215677536
34,2534,12.230172473333505,[ 2 80],1.1189122129939002,313.5146311676833
35,2535,12.926499048859576,[75 82],0.3529594734965622,441.1734210839063
36,2536,10.66034968757598,[57 11],0.8380460711126376,360.3256548145604
37,2537,10.356212629089228,[70 64],1.0940025354575484,317.6662440904086
38,2538,10.005230701737894,[69 33],2.3934842229525746,101.08596284123757
39,2539,11.59915200274888,[27 24],1.6194862135355654,230.08563107740576
40,2540,9.263166653023507,[93 53],1.2167969026738237,297.2005162210294
41,2541,10.879329569716583,[96 52],2.2188155330036303,130.1974111660616
42,2542,10.942947177596695,[27  3],1.9548477161755533,174.19204730407444
43,2543,10.37142552277173,[22 65],0.8663735348705888,355.60441085490186
44,2544,12.006882942346593,[32 17],0.5620754078734744,406.3207653544209
45,2545,10.362883024081412,[32 11],1.7134579373380379,214.42367711032702
46,2546,9.698874183213482,[58 19],2.8999981757977595,16.66697070037341
47,2547,10.104951875283389,[54 32],1.46641186516684,255.59802247219332
48,2548,11.331840362992727,[22 61],1.3883828446815336,268.6028592197444
49,2549,10.641604694113337,[26  6],0.744842653459107,375.8595577568155
50,2550,11.617136288692187,[59 27],1.749401437127401,208.43309381209986
51,2551,9.157678413764245,[26  7],1.9611506678940147,173.14155535099755
52,2552,11.333306896254955,[82 41],1.2694644489519902,288.42259184133496
53,2553,10.744548289594281,[22 65],1.1409288762792562,309.84518728679063
54,2554,10.816007293900777,[29 15],1.0023354209584665,332.9440965069222
55,2555,10.931999960298612,[35 25],2.099849729053619,150.02504515773015
56,2556,10.399783824189983,[31 16],1.5564908469615617,240.5848588397397
57,2557,12.597275770602252,[70 70],1.5644365560734512,239.26057398775814
58,2558,10.661270121260564,[31 15],1.9190689144990845,180.15518091681926
59,2559,10.216032351731009,[34 93],1.2776283113963602,287.0619481006066
60,2560,10.99822183341594,[47 32],2.259925047368603,123.34582543856621
61,2561,11.35766020377429,[60 14],2.2372809808801994,127.11983651996675
62,2562,11.61304141704311,[22 61],1.4030204067778747,266.1632655370209
63,2563,9.861056496662224,[25 19],1.2011971432281712,299.80047612863814
64,2564,11.666544964922075,[94 49],1.8809949408277182,186.5008431953803
65,2565,10.772384709149659,[71 82],2.481010815761025,86.49819737316251
66,2566,9.301818915786843,[65 73],1.5231321167153637,246.14464721410604
67,2567,10.191790588939899,[34  6],0.9683427934652752,338.60953442245415
68,2568,10.143036011874289,[25 14],2.0501841666980054,158.30263888366576
69,2569,9.663424434464384,[31 26],1.794486924590228,200.91884590162869
70,2570,10.969383498294835,[29 26],2.039277194743783,160.1204675427028
71,2571,9.789865918800388,[28 23],1.7561586101318456,207.30689831135908
72,2572,11.377460135825565,[94 49],1.963244703004664,172.79254949922264
73,2573,11.506585457910676,[98 17],1.6099232540514616,231.67945765808972
74,2574,9.789339868467028,[98 12],1.833902985443694,194.349502426051
75,2575,11.14984965405508,[32 18],1.8141736982556784,197.63771695738694
76,2576,11.849873966969865,[57  5],2.3866405930137313,102.22656783104478
77,2577,11.19646454319613,[35  3],2.0900073161005737,151.66544731657106
78,2578,9.65808957082548,[26 27],1.4949165209587087,250.8472465068819
79,2579,10.64336090769655,[99 44],2.2633862622878764,122.76895628535394
80,2580,9.523682948079543,[66 73],2.0882319637639455,151.96133937267575
81,2581,12.656152423610322,[26 11],1.9651826504921033,172.46955825131613
