2500.000000,12.499189,60.000000,26.000000,1.581416,236.430729
2501.000000,10.678962,52.000000,93.000000,0.948571,341.904841
2502.000000,10.119254,25.000000,7.000000,1.270128,288.311918
2503.000000,9.703121,95.000000,44.000000,0.570759,404.873448
2504.000000,12.059071,55.000000,32.000000,0.859741,356.709768
2505.000000,10.057140,35.000000,25.000000,1.014952,330.841344
2506.000000,11.629586,93.000000,55.000000,1.866108,188.981979
2507.000000,10.770774,32.000000,9.000000,1.318386,280.269079
2508.000000,11.447021,33.000000,27.000000,1.536291,243.951485
2509.000000,10.460094,36.000000,18.000000,2.080913,153.181183
2510.000000,10.136463,60.000000,10.000000,1.928068,178.655384
2511.000000,12.440449,31.000000,10.000000,2.443353,92.774500
2512.000000,10.431436,94.000000,48.000000,1.632968,227.838685
2513.000000,11.596474,98.000000,20.000000,2.165235,139.127481
2514.000000,12.163333,32.000000,8.000000,1.404004,265.999332
2515.000000,11.827737,58.000000,9.000000,1.954331,174.278237
2516.000000,11.038949,59.000000,3.000000,1.986370,168.938355
2517.000000,10.773937,56.000000,13.000000,1.012750,331.208376
2518.000000,11.268303,31.000000,19.000000,2.065849,155.691837
2519.000000,11.708182,73.000000,41.000000,1.445011,259.164854
2520.000000,12.687948,31.000000,25.000000,2.560496,73.250709
2521.000000,10.935570,23.000000,68.000000,2.022168,162.971964
2522.000000,12.160767,31.000000,27.000000,1.630943,228.176244
2523.000000,10.820113,78.000000,82.000000,1.746372,208.937989
2524.000000,12.279861,22.000000,64.000000,1.207008,298.831980
2525.000000,12.772888,31.000000,19.000000,1.601048,233.158713
2526.000000,11.645091,30.000000,27.000000,1.705725,215.712534
2527.000000,12.331113,96.000000,46.000000,1.378495,270.250905
2528.000000,11.882836,71.000000,82.000000,1.423946,262.675674
2529.000000,11.692158,35.000000,18.000000,1.655643,224.059433
2530.000000,11.217047,30.000000,60.000000,1.818088,196.985411
2531.000000,10.896772,33.000000,17.000000,1.348528,275.245318
2532.000000,11.317004,25.000000,16.000000,0.988393,335.267752
2533.000000,10.366533,49.000000,93.000000,1.467479,255.420150
2534.000000,10.582528,36.000000,93.000000,1.148817,308.530502
2535.000000,11.961785,94.000000,50.000000,1.925626,179.062303
2536.000000,11.470138,27.000000,60.000000,0.944484,342.585949
2537.000000,10.954689,30.000000,7.000000,2.067128,155.478590
2538.000000,10.568103,28.000000,23.000000,2.148174,141.970923
2539.000000,12.348226,32.000000,15.000000,1.013087,331.152181
2540.000000,10.972853,33.000000,12.000000,1.745999,209.000121
2541.000000,11.003095,36.000000,19.000000,1.927953,178.674450
2542.000000,11.154002,28.000000,14.000000,0.617668,397.055307
2543.000000,12.591623,93.000000,44.000000,1.845840,192.359953
2544.000000,11.440787,28.000000,7.000000,2.224353,129.274547
2545.000000,12.575937,60.000000,10.000000,1.091445,318.092433
2546.000000,11.949001,28.000000,11.000000,1.760741,206.543232
2547.000000,10.922551,31.000000,3.000000,0.899855,350.024228
2548.000000,10.806255,93.000000,46.000000,1.175494,304.084293
2549.000000,12.319027,58.000000,22.000000,1.060046,323.325718
2550.000000,10.862243,24.000000,61.000000,1.508966,248.505666
2551.000000,12.162206,33.000000,24.000000,2.183225,136.129158
2552.000000,10.517485,70.000000,69.000000,1.427277,262.120563
2553.000000,11.204975,46.000000,93.000000,1.287956,285.340589
2554.000000,10.790752,30.000000,20.000000,1.261162,289.806393
2555.000000,11.417192,28.000000,23.000000,1.276155,287.307428
2556.000000,11.334943,98.000000,9.000000,1.498290,250.285018
2557.000000,12.149136,31.000000,21.000000,2.565000,72.500048
2558.000000,11.349624,27.000000,13.000000,2.089527,151.745455
