0.000000,9.179381,65.000000,69.000000,1.976109,170.648454
1.000000,9.377315,53.000000,79.000000,1.319093,280.151194
2.000000,7.808650,43.000000,88.000000,1.378120,270.313340
3.000000,7.387528,8.000000,62.000000,1.126274,312.287606
4.000000,8.212222,95.000000,70.000000,1.468149,255.308561
5.000000,8.679084,11.000000,0.000000,1.056965,323.839086
6.000000,9.075869,57.000000,95.000000,1.189285,301.785811
7.000000,8.821282,37.000000,65.000000,1.687613,218.731106
8.000000,9.453294,76.000000,32.000000,2.561957,73.007199
9.000000,6.877160,89.000000,13.000000,1.595056,234.157295
10.000000,9.215356,37.000000,89.000000,0.417662,430.389586
11.000000,9.414142,75.000000,0.000000,2.080994,153.167677
12.000000,9.311914,43.000000,69.000000,1.327541,278.743147
13.000000,5.813649,37.000000,9.000000,1.708955,215.174246
14.000000,8.092152,85.000000,33.000000,1.994886,167.518964
15.000000,7.901838,45.000000,6.000000,2.308310,115.281630
16.000000,6.299203,48.000000,2.000000,1.380688,269.885287
17.000000,7.864082,64.000000,60.000000,1.145647,309.058816
18.000000,6.613182,40.000000,17.000000,1.961597,173.067180
19.000000,6.340801,86.000000,25.000000,2.392919,101.180119
20.000000,9.796425,30.000000,0.000000,0.976855,337.190845
21.000000,7.456220,20.000000,92.000000,2.039174,160.137624
22.000000,7.824091,13.000000,82.000000,1.502933,249.511203
23.000000,7.881273,29.000000,0.000000,1.544804,242.532746
24.000000,7.009459,54.000000,76.000000,1.175502,304.083043
25.000000,9.562159,82.000000,33.000000,2.277487,120.418783
26.000000,9.304240,6.000000,82.000000,1.290724,284.879270
27.000000,6.711112,95.000000,81.000000,1.747589,208.735130
28.000000,8.909181,68.000000,10.000000,0.927057,345.490525
29.000000,9.436629,87.000000,85.000000,1.492667,251.222108
30.000000,6.968234,70.000000,22.000000,1.412109,264.648524
31.000000,7.775629,74.000000,2.000000,0.729302,378.449723
32.000000,6.142084,38.000000,14.000000,1.587593,235.401101
33.000000,7.361560,11.000000,52.000000,1.540972,243.171408
34.000000,9.354841,10.000000,62.000000,1.910125,181.645845
35.000000,6.323519,34.000000,64.000000,1.667018,222.163615
